Price,Date,Close,High,Low,Open,Volume
Ticker,,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS
40,2007-12-03,48.85335159301758,49.4558769827073,48.38110088874864,48.755642265872936,16851227
41,2007-12-04,48.21826934814453,49.58616495519995,47.860010554159544,49.179053693271534,14008727
42,2007-12-05,50.13983154296875,50.318963141257285,48.201984666965394,48.29968959880297,27725290
43,2007-12-06,49.211612701416016,51.99625135625365,48.57651750490409,51.23088146794001,24104710
44,2007-12-07,48.99991989135742,50.22125362240184,48.12056225546926,49.521023166757644,11742386
45,2007-12-10,49.04877853393555,49.651299662244845,48.41368320403563,49.472172475575576,8330010
46,2007-12-11,48.8207893371582,49.76528647373804,48.57652260783034,49.48844996367858,11685950
47,2007-12-12,48.788230895996094,49.22791199446668,47.87630332819374,48.20199237632893,16342131
48,2007-12-13,47.9739990234375,49.504739021431966,47.79487184848563,48.85336105078574,14620172
49,2007-12-14,47.501747131347656,48.25083443076476,47.257480397993284,47.81115342723899,10991851
50,2007-12-17,44.63569259643555,48.03914469256814,43.9680274412087,47.778590820733214,19355678
51,2007-12-18,44.44028091430664,45.922164306155295,43.0561024692505,44.1308745537297,21607783
52,2007-12-19,43.62604904174805,46.26413063716678,43.25150760193712,45.873302098053095,19526912
53,2007-12-20,43.186370849609375,44.55426640807258,42.99095656733753,44.19600762681414,17105204
54,2007-12-24,44.50542068481445,45.2056512530597,43.479496651810955,43.83775548734865,16711519
55,2007-12-26,45.857017517089844,46.410690521664776,44.74967592537924,44.74967592537924,20930094
56,2007-12-27,46.18271255493164,47.4528987953604,45.791883980596694,46.801520783095405,44565277
57,2007-12-28,46.54097366333008,46.736387960230964,45.59647196454916,46.08500549808132,18354518
58,2007-12-31,46.88292694091797,47.159763384587684,46.31297137583727,46.89921403609756,11982308
59,2008-01-01,47.74602127075195,48.185702342478166,46.68753192869706,47.127213000423275,16687746
60,2008-01-02,47.48548126220703,48.104289655646355,46.78525059548776,47.74603076972642,13437280
61,2008-01-03,49.439598083496094,49.63501235274744,46.62238932222754,47.19234503070428,31815218
62,2008-01-04,49.179054260253906,50.80749932674179,48.85336524695633,50.15612130014664,28011310
63,2008-01-07,48.771934509277344,49.89555875922459,48.250831295164225,48.86963942929391,15858063
64,2008-01-08,47.11093521118164,49.504750701591696,46.54097935239071,48.82080278755445,13282666
65,2008-01-09,46.361839294433594,47.37147608720013,46.24784725989805,47.159779118742584,13113527
66,2008-01-10,45.25449752807617,47.876296650336215,44.94509120852803,46.57354063950583,18023003
67,2008-01-11,45.93843460083008,46.37811553540547,44.13085840700655,45.873295048508254,11629440
68,2008-01-14,46.638675689697266,47.12720919271237,45.28706721484345,46.019867469366105,10264240
69,2008-01-15,45.221920013427734,47.58316487939243,44.84737860783149,47.38775504512591,11558334
70,2008-01-16,44.2937126159668,45.27077961113784,43.170088221983946,44.89623814647689,14834065
71,2008-01-17,45.482479095458984,46.492115831811546,43.51205808698521,44.45655525940293,16169395
72,2008-01-18,43.365509033203125,45.15679879402952,42.99096309471436,45.10794190296374,13254156
73,2008-01-21,35.988643646240234,42.990957206821705,31.347573147367488,42.990957206821705,33202389
74,2008-01-22,32.37348937988281,34.19734837201809,25.71314862686421,32.43862672773346,58755707
75,2008-01-23,35.988643646240234,37.37282190821564,32.894598119471674,32.894598119471674,28425991
76,2008-01-24,36.070064544677734,38.6267240044358,34.360197343987515,37.92649355811726,29911930
77,2008-01-25,37.92649459838867,38.10562178116023,36.39575453357072,37.77993278161937,12550722
78,2008-01-28,38.33361053466797,38.62672978660497,34.36020248748541,37.40539588900053,13601109
79,2008-01-29,37.698509216308594,38.98498248658159,37.12855348699973,38.43130943970571,7679877
80,2008-01-30,35.61409378051758,37.942768718194785,35.14184307078833,37.779924255176255,9016102
81,2008-01-31,33.285423278808594,36.08634948535709,32.89459693128829,35.988642346297055,41538563
82,2008-02-01,34.441619873046875,34.68588661799841,33.54597514155788,33.8553792434192,9089201
83,2008-02-04,36.21662139892578,36.64001749631296,35.09299490838573,35.09299490838573,12009385
84,2008-02-05,37.34025573730469,37.8287892887994,35.500113576829335,36.28176637573282,14593303
85,2008-02-06,37.01456832885742,37.45424942800391,34.94644419525189,36.314337757778425,12429218
86,2008-02-07,35.27212905883789,37.76365131051435,35.04414719358696,36.5097477385543,11300078
87,2008-02-08,34.360198974609375,35.79322971780207,33.72510364580904,35.50011049583263,13514197
88,2008-02-11,31.93382453918457,34.848743862182936,31.591850529415527,34.848743862182936,15133331
89,2008-02-12,31.36386489868164,33.10630232832404,31.103313197699542,32.8946053136813,10237627
90,2008-02-13,30.907896041870117,32.324641957877084,30.272802892713894,31.917530681658985,10395753
91,2008-02-14,33.61112976074219,33.9531038210521,31.59185519842495,31.59185519842495,12514003
92,2008-02-15,34.571895599365234,34.84873213523923,32.58519179875397,33.48083655647349,12080990
93,2008-02-18,34.3764762878418,35.353545362121,34.08335711166175,35.353545362121,6977153
94,2008-02-19,34.00193786621094,35.0767119546877,33.74138623738024,34.9952897087231,7226542
95,2008-02-20,33.15514373779297,33.69253185580785,32.780602311159285,33.676246965797766,5604999
96,2008-02-21,33.38312911987305,33.95308483205587,32.97601789688532,33.69253320759978,3874365
97,2008-02-22,32.959739685058594,33.17143668042179,31.933817870008752,32.2757918083587,2691220
98,2008-02-25,33.23657989501953,33.64369127212773,32.43864203763157,33.35057196409806,6270186
99,2008-02-26,33.366844177246094,33.83909275343247,33.203999688304606,33.54597355682568,7139423
100,2008-02-27,35.32097625732422,37.063410875600184,33.8553759310093,33.8553759310093,43223132
101,2008-02-28,36.314334869384766,36.59117142219412,35.17442328982633,35.662956823922805,35763847
102,2008-02-29,35.793216705322266,36.802853140558724,35.20697847450794,36.086338029448555,16477462
103,2008-03-03,34.29505157470703,35.4349650443364,33.90422529842465,34.2299142301132,10049153
104,2008-03-04,33.41570281982422,34.653321606389575,32.568912645968034,34.52304687463328,11485198
105,2008-03-05,34.03450393676758,34.1973484109393,32.60147123882472,33.578538083855044,8581053
106,2008-03-07,32.29207229614258,33.545975829426716,30.940461621130346,33.545975829426716,14251925
107,2008-03-10,32.17749786376953,32.40663519732513,30.328029547317676,32.34116770486843,11713659
108,2008-03-11,34.82896041870117,35.15630019715049,31.16275534405181,31.91563505855328,19665129
109,2008-03-12,33.945133209228516,36.0073736346327,33.61779352963783,35.77823630290208,12262350
110,2008-03-13,29.280550003051758,33.388666971371066,28.478567973263267,33.061327186158216,47000084
111,2008-03-14,31.29368019104004,31.4246151718749,29.493311995032467,30.098889056286477,35798540
112,2008-03-17,30.0661678314209,30.70447999008605,29.427855672755747,30.70447999008605,19211273
113,2008-03-18,30.328039169311523,30.917251228186174,29.526054917554777,30.01706459663115,12632937
114,2008-03-19,30.50806999206543,33.977869652581695,30.31166527433745,31.751959137960878,16449023
115,2008-03-24,30.80266571044922,31.653749608224857,30.13161904719311,31.653749608224857,11636914
116,2008-03-25,31.96472930908203,32.161131794751775,31.031810287429003,31.604654755482592,13232423
117,2008-03-26,31.768329620361328,32.5375789154791,31.42462244126796,31.751962188992167,11448313
118,2008-03-27,32.34116744995117,32.65214192151937,31.29368091915749,31.29368091915749,17425122
119,2008-03-28,32.406639099121094,32.65214611024306,31.55555715488416,32.48847402952356,11599511
120,2008-03-31,32.17749786376953,32.55393983024558,31.751955832929532,32.40663519732513,9914705
121,2008-04-01,32.24295425415039,32.70123098337946,31.8337797922924,32.40662403889359,6034588
122,2008-04-02,32.7667236328125,33.71601044574857,32.406648941713435,32.406648941713435,6087024
123,2008-04-03,32.50483703613281,32.995846551728086,32.24296485049915,32.848544141032356,3883474
124,2008-04-04,32.34116744995117,32.71760941346005,31.719222946643313,32.71760941346005,5906537
125,2008-04-07,32.21023941040039,32.537579160590504,31.833797365732906,32.390276716987906,4088729
126,2008-04-08,31.39188003540039,32.22659657647872,31.162742727239333,32.161126871363514,5753811
127,2008-04-09,31.47372817993164,31.751965663999314,31.113653530061733,31.490095613092087,3776374
128,2008-04-10,32.095664978027344,32.32480232610984,31.310050578911806,31.424618142995836,7075297
129,2008-04-11,32.24295425415039,32.57029382363679,31.915614684663996,32.40662403889359,4012660
130,2008-04-15,32.733985900878906,32.897655785985,31.490094330089594,32.04657149546734,6362785
131,2008-04-16,32.29207229614258,33.290458914768905,32.1611350724373,33.061321548177936,4725794
132,2008-04-17,33.53595733642578,34.30520422230808,32.4230011361263,32.78307565797023,14831167
133,2008-04-21,34.07607650756836,34.66528851858057,33.71600410411049,34.04334386357118,7639361
134,2008-04-22,34.63254928588867,35.025358723621764,33.715999850950226,34.04333956911811,8814769
135,2008-04-23,34.66529083251953,35.07446555915817,34.20701602665024,34.69802569861661,5265604
136,2008-04-24,33.43776321411133,35.09082938372533,33.14315832919248,35.02536187817833,8801780
137,2008-04-25,33.71600341796875,34.19064561554452,33.25772643210111,34.04334317076787,4095990
138,2008-04-28,33.84693908691406,34.50161860519686,33.71600407122342,33.74873671518868,4708244
139,2008-04-29,34.321563720703125,34.648903312243384,33.879656604071975,34.04332639984211,6497143
140,2008-04-30,34.55072021484375,34.992629797267384,34.37068511525589,34.665290023595034,6331377
141,2008-05-02,34.86168670654297,35.84370580025805,34.79621699103044,35.07445662221548,5658418
142,2008-05-05,34.69801330566406,35.516362466654805,34.468873764655314,35.319957780051354,7642293
143,2008-05-06,34.403411865234375,35.090826160115526,34.20700936663585,34.41977929509622,5061166
144,2008-05-07,33.91239929199219,34.59981352612583,33.38865712209858,34.37067618805273,4303106
145,2008-05-08,33.503238677978516,33.84694593863748,33.306836114684295,33.650541155427995,3642073
146,2008-05-09,33.30682373046875,34.174273057290684,32.79944674576098,33.06131895269865,8621761
147,2008-05-12,33.30682373046875,33.55232850823886,32.570307177244,33.30682373046875,4890395
148,2008-05-13,33.405029296875,33.65053411456105,33.12679183544637,33.454131592361094,5056766
149,2008-05-14,33.45412063598633,33.63415788730938,32.7339738506082,32.7339738506082,2982486
150,2008-05-15,33.470497131347656,33.846936942545035,32.733982719941295,32.733982719941295,2646760
151,2008-05-16,33.732364654541016,33.830567012791214,33.32319001176064,33.71599944476141,4422288
152,2008-05-20,33.66689682006836,33.79783403640153,33.32318967957621,33.38865939770004,3464912
153,2008-05-21,33.87967300415039,34.37068262914302,32.897653754165134,32.897653754165134,3419088
154,2008-05-22,33.42139434814453,33.58506421494392,33.06132197313467,33.06132197313467,3558000
155,2008-05-23,32.86491394042969,33.68326319214128,32.733978948121596,33.22498849914856,4417028
156,2008-05-26,32.61940383911133,32.815808515420684,31.09727314749901,31.09727314749901,2605807
157,2008-05-27,31.637401580810547,33.02859581520001,31.49009910585824,32.66852112539194,3316550
158,2008-05-28,32.7994499206543,32.99585242993292,31.195483885348263,31.75196099150968,4505700
159,2008-05-29,33.33955764770508,33.71599965334054,32.373905928752414,33.14315514990418,11026212
160,2008-05-30,32.27571487426758,33.55234154671947,32.14477982987445,33.42140428241103,4023430
161,2008-06-02,30.900867462158203,32.73397018311762,30.442590671961433,32.07928873713455,4431595
162,2008-06-03,29.755186080932617,30.769937797131927,29.47694645395857,30.44259810418098,6240766
163,2008-06-04,28.838640213012695,29.935227069812537,28.65860290222024,29.62425474385183,5762089
164,2008-06-05,28.789533615112305,29.002305757857787,27.82388191778664,28.805901044541105,9721099
165,2008-06-06,28.478565216064453,29.67335664836468,28.069390524163303,28.642235092824915,6317089
166,2008-06-09,28.085758209228516,28.77317258579062,26.84186669064294,28.15122571654043,6500809
167,2008-06-10,27.889352798461914,28.118492398429986,27.251040732629534,27.823885292720217,6717902
168,2008-06-11,28.020282745361328,28.478557386329243,27.82387805928127,28.151217722805256,2586175
169,2008-06-12,28.21668815612793,28.38035800496997,26.84186186983768,27.660211114047875,3244212
170,2008-06-13,28.036664962768555,28.445839758026484,27.742057778233644,28.167600009284957,4248430
171,2008-06-16,29.0186767578125,29.460584087276636,28.183959953382796,28.28216232212419,4354615
172,2008-06-17,29.88612174987793,30.11525909617222,28.51129545219775,29.42784705728934,4736084
173,2008-06-18,29.853395462036133,30.508077270685263,29.787927947145732,29.787927947145732,5055019
174,2008-06-19,29.21508026123047,29.787924841651765,28.740438052864363,29.264182557215477,4221271
175,2008-06-20,28.54403305053711,29.575154617916535,28.167593217631563,29.460584814902777,3837789
176,2008-06-23,27.5456485748291,28.41310033373095,27.267411090585664,28.314897954621213,4516050
177,2008-06-24,26.694562911987305,27.95482179948478,26.41632324490406,27.545644904397495,5238203
178,2008-06-25,25.958044052124023,26.498153642908076,25.368832176777772,26.187181387004703,3933879
179,2008-06-26,27.431074142456055,28.609497958099958,26.105347904835266,26.105347904835266,18253250
180,2008-06-27,26.219921112060547,27.10374027397893,26.07261865837912,26.51452823933831,6821283
181,2008-06-30,25.696178436279297,26.449060346326345,24.959663958607923,26.203555520435888,4596315
182,2008-07-01,23.879444122314453,25.69618041799541,22.962892257655,25.69618041799541,6202295
183,2008-07-02,24.92692756652832,25.188799808748957,23.12655895364421,23.895808248933317,5245963
184,2008-07-03,24.272249221801758,24.926928748437582,23.568469618634186,24.714158790246877,4726793
185,2008-07-04,24.599580764770508,25.074222818989163,23.732131569816207,23.895801396782232,4862814
186,2008-07-07,25.139694213867188,26.154448186770097,24.926924293700985,24.926924293700985,5528014
187,2008-07-08,25.876205444335938,26.514517293385296,23.24111869894744,23.24111869894744,8354280
188,2008-07-09,27.67658042907715,27.791147999125727,26.219916899179687,26.219916899179687,6860769
189,2008-07-10,28.887731552124023,29.231438637885894,26.907326172176223,27.676575258409265,7216175
190,2008-07-11,27.512908935546875,29.526047206007014,27.300136798236135,29.165974867342904,6040791
191,2008-07-14,27.529272079467773,28.511293327384653,26.84186009181449,26.84186009181449,5942149
192,2008-07-15,26.383588790893555,27.13647064883588,26.18718627572255,26.84186576612201,3693378
193,2008-07-16,25.663436889648438,26.84186063506743,25.22152743013774,26.38358374744258,6973872
194,2008-07-17,26.972797393798828,27.169202104255053,26.18718299180282,26.18718299180282,5038238
195,2008-07-18,28.478565216064453,28.707702599546142,26.661829140040386,27.463811092183686,5983177
196,2008-07-21,30.082530975341797,30.262568281577266,28.4949323020582,28.969574494922806,8754188
197,2008-07-22,31.310049057006836,31.5882864590417,29.820653036994862,30.082525230609217,12631056
198,2008-07-23,33.519596099853516,34.174275555091036,32.11203482710993,32.70124678080662,12798869
199,2008-07-24,32.34116744995117,34.14153568784834,30.328029308268228,30.328029308268228,10764301
200,2008-07-25,32.406639099121094,33.454127984204334,31.17911514308407,31.99746444710875,10710381
201,2008-07-28,32.1447639465332,33.04494803670492,31.784689422498833,32.40663390592452,5533881
202,2008-07-29,30.851768493652344,31.915622349994077,30.606263757573487,31.424612877836356,5145929
203,2008-07-30,32.1447639465332,32.40663390592452,31.130010084192126,31.130010084192126,7354746
204,2008-07-31,31.01544189453125,32.70124260863456,30.60626728721214,32.70124260863456,6006517
205,2008-08-01,31.91563606262207,32.046573310070066,29.460587647016144,30.52444196044538,4699412
206,2008-08-04,32.112037658691406,32.70124966434374,31.27732083567683,31.27732083567683,4301346
207,2008-08-05,33.55234146118164,33.79784633372935,31.915640090948273,32.24297992101189,9161115
208,2008-08-06,32.70124435424805,34.747117500053605,32.47210700590071,34.747117500053605,8616591
209,2008-08-07,32.61940383911133,33.35591804540031,31.604650044703117,31.604650044703117,4809365
210,2008-08-08,32.06293487548828,32.86491676716173,31.94836508242867,32.24296995041823,4883824
211,2008-08-11,32.3575439453125,32.83218616978195,32.11203911680263,32.47211375324974,2714705
212,2008-08-12,31.801069259643555,32.7339885687486,31.55556441197539,32.570316450388084,5801276
213,2008-08-13,31.931997299194336,32.24296959417292,31.17911548719937,31.424620281116344,2754609
214,2008-08-14,31.16275405883789,32.079303624763696,31.097284329916167,31.75196385981452,2566362
215,2008-08-18,30.80266571044922,31.75194971804108,30.50806094117281,31.097270479725626,2963058
216,2008-08-19,30.22983169555664,30.933611229007912,29.60788487491367,30.753576152949186,2941144
217,2008-08-20,30.57354164123535,30.819046461761655,30.36076946483033,30.442604405005763,3319410
218,2008-08-21,30.246192932128906,30.75356985509095,29.886118413919935,30.442595398494937,4138486
219,2008-08-22,29.93522071838379,31.293681757121764,29.165973782632385,31.293681757121764,4139879
220,2008-08-25,30.26256561279297,30.671740263646374,30.04979346240047,30.671740263646374,2034227
221,2008-08-26,30.31165885925293,30.409861197333623,29.755181903347765,29.95158435959509,1489491
222,2008-08-27,29.706087112426758,30.688106300945204,29.542417247673686,30.47533636473205,4297168
223,2008-08-28,29.264188766479492,30.115270991738814,28.887746630380406,29.787931162043236,7382078
224,2008-08-29,30.475339889526367,30.589909696070574,29.656990471110262,29.787925490090892,2219080
225,2008-09-01,30.458845138549805,30.5907720729145,29.848678034465813,30.40937086061395,3417069
226,2008-09-02,32.05845642089844,32.19038329542953,30.409357068873074,30.673213054666377,5030404
227,2008-09-04,31.382335662841797,31.959519828039515,31.11847959711934,31.695663762317057,2813325
228,2008-09-05,30.689716339111328,31.036027314567853,30.343405363654806,31.003044464816956,3330688
229,2008-09-08,32.30583190917969,33.608618623323,31.992501561967558,32.322321096521904,8377948
230,2008-09-09,32.421268463134766,32.68512454674233,31.679174486150192,32.305832964309666,3737279
231,2008-09-10,32.140926361083984,32.685127769843945,31.827595972740568,32.256361871292256,3847698
232,2008-09-11,31.283403396606445,31.992514794503595,31.036038643377278,31.992514794503595,2567354
233,2008-09-12,31.59671974182129,32.45425145821684,31.08549899692132,31.497773430432268,6093354
234,2008-09-15,29.601318359375,30.920596872987364,28.71080581003315,30.442358859149383,6770268
235,2008-09-16,30.178503036499023,30.442359189430682,28.03467542861969,28.446949968596485,4654621
236,2008-09-17,29.40342140197754,30.607261883914678,29.024127571411093,30.607261883914678,4674190
237,2008-09-18,29.33745765686035,29.91464191700108,27.226613257324257,29.024129505844673,6603710
238,2008-09-19,31.118480682373047,31.283390449609318,29.683764812724725,30.03007577126727,9821730
239,2008-09-22,30.442359924316406,33.3117925812097,30.194995194358885,31.99251178470368,4162514
240,2008-09-23,30.07955551147461,30.755686177677223,29.518862606598944,30.07955551147461,6569683
241,2008-09-24,30.77216911315918,31.101988641086482,29.782710529377272,30.17849351554367,5730103
242,2008-09-25,29.815696716308594,30.986556618936643,29.106583309803007,30.85462745095017,10926783
243,2008-09-26,29.33745765686035,29.980607621831464,28.82623910155,29.980607621831464,4967945
244,2008-09-29,28.249061584472656,30.178505229748563,27.70485781011328,30.178505229748563,7859964
245,2008-09-30,28.29852294921875,29.353945002261263,26.715388751289062,26.715388751289062,6616439
246,2008-10-01,29.238513946533203,29.518859248714453,28.08414317477518,28.661329679020284,3743739
247,2008-10-03,29.650785446166992,30.013585607279374,28.859217188160777,29.38692936016492,4681406
248,2008-10-06,29.040624618530273,29.683772428411764,28.446948856819496,29.32097218945083,5560277
249,2008-10-07,29.997089385986328,30.640239191755544,29.02412232136721,29.02412232136721,9928258
250,2008-10-08,29.766223907470703,30.013588593320627,27.737832141462018,28.991149233846922,9985473
251,2008-10-10,29.58481788635254,30.26094836522825,27.391518922669597,29.650783581253055,9025179
252,2008-10-13,30.178503036499023,30.409376331539526,29.53535520148173,29.733247875363606,6805621
253,2008-10-14,29.452898025512695,31.299888717077163,29.222024748250227,30.343410515943567,5099383
254,2008-10-15,29.20553207397461,29.83218840504364,28.892203908440095,29.28798697210118,5495022
255,2008-10-16,28.084144592285156,28.793258070203333,27.53994315014086,28.793258070203333,6651066
256,2008-10-17,25.973302841186523,28.85922463351862,25.594008920726207,28.661334195512516,5586092
257,2008-10-20,26.27012825012207,27.30906098788045,25.445579523360617,26.072237897738265,7922965
258,2008-10-21,26.484521865844727,27.869763781821593,25.72593631477356,26.533993912699035,8047276
259,2008-10-22,25.033315658569336,26.41855765313156,24.78595093679992,26.220667217755533,5408099
260,2008-10-23,23.81298065185547,24.637529626544012,23.450178208299608,24.406656360977667,6641370
261,2008-10-24,20.72916603088379,23.417194720935885,20.448818492383158,23.087375139985582,9905588
262,2008-10-27,19.129539489746094,20.448817766731054,17.150622074268657,20.34987144861076,12878172
263,2008-10-29,21.65266227722168,23.021412704937426,19.78918021913196,21.7680977936987,13094201
264,2008-10-31,23.03790855407715,23.747022163113556,21.900031177638162,22.790543809775947,8097887
265,2008-11-03,23.747018814086914,24.3736751832466,22.922467545969457,24.34069232729824,4951148
266,2008-11-04,24.78594207763672,24.983834679013107,23.301754277508916,23.417189764368718,4515828
267,2008-11-05,23.87894058227539,25.989786986570664,23.417191882867716,25.989786986570664,6145587
268,2008-11-06,23.08738136291504,24.654027031431895,22.609143288980142,23.417201032764318,4896229
269,2008-11-07,24.884897232055664,25.626991396147258,22.757558838940437,22.92246865318301,8250147
270,2008-11-10,25.445585250854492,26.022769489504714,24.884892437797838,25.659967073374602,3775177
271,2008-11-11,25.14874839782715,26.204170552453444,24.571564162373324,25.56102285172274,8900004
272,2008-11-12,24.093320846557617,25.692946412569647,23.796484173376633,25.692946412569647,5705390
273,2008-11-14,24.01087760925293,25.066302373955285,23.714040792138427,23.87895063203156,4038880
274,2008-11-17,25.000322341918945,25.82487330625967,22.757549355475735,25.82487330625967,5361538
275,2008-11-18,23.648069381713867,24.93436480729396,23.18632064265355,24.93436480729396,6392448
276,2008-11-19,23.07088279724121,24.489107248846135,22.774043872915414,23.747013293129452,5606729
277,2008-11-20,22.823524475097656,23.252288201259642,21.850554785045073,23.08737838758734,5080395
278,2008-11-21,24.27472686767578,25.033312361882178,22.097916708080426,22.67510098286517,8350092
279,2008-11-24,24.884897232055664,25.280680338891347,23.64807362523635,25.000332759985966,5420119
280,2008-11-25,24.27472686767578,25.445586843871283,24.07683645836034,25.148750111532014,5453771
281,2008-11-26,24.818925857543945,25.198217414936956,23.82946728688553,24.538578367831345,5246053
282,2008-11-27,24.818925857543945,24.818925857543945,24.818925857543945,24.818925857543945,0
283,2008-11-28,24.42314338684082,24.901383539166957,23.4501761302738,24.076834637545407,8464961
284,2008-12-01,24.225252151489258,25.85785847267611,24.126305839383274,24.901382674692854,5733003
285,2008-12-02,24.01087760925293,24.274733800428518,23.25229189839793,24.0438604719247,5879324
286,2008-12-03,24.73647689819336,25.049805073228182,23.49965338879354,24.241747494433433,6430656
287,2008-12-04,25.9238224029541,26.055751567053342,21.933004890945178,21.933004890945178,4648185
288,2008-12-05,25.61049461364746,26.847317961915856,24.75296286415523,24.75296286415523,5338962
289,2008-12-08,25.676464080810547,26.51750460159654,24.571569640096257,26.303122732471657,11709287
290,2008-12-10,25.264183044433594,26.88030019082992,24.901382879372207,26.88030019082992,11172070
291,2008-12-11,24.983840942382812,25.70944360144968,24.588055640407912,25.70944360144968,9867592
292,2008-12-12,24.20876693725586,24.489114520688506,23.681054628464725,24.373676754161522,9847702
293,2008-12-15,24.604549407958984,25.148753131575845,24.40665897487943,25.03331536806341,5741641
294,2008-12-16,25.54453468322754,25.857862860792086,23.417196440498454,24.73647709790876,9183505
295,2008-12-17,25.511545181274414,26.22065848967681,24.8354147194886,26.22065848967681,8720755
296,2008-12-18,26.27012825012207,26.550475711913595,24.9343588654222,24.9343588654222,12640018
297,2008-12-19,27.539941787719727,27.869761369486472,26.237154887087527,27.04521241506961,10050607
298,2008-12-22,27.556434631347656,27.78730790311147,26.599956452994302,26.599956452994302,6524631
299,2008-12-23,26.995738983154297,27.82028796345353,26.79784856992184,27.375032856131302,5151765
300,2008-12-24,26.533992767333984,27.35854175752925,22.26282720873669,22.26282720873669,13318746
301,2008-12-26,26.583465576171875,27.985198899795456,25.89084574653846,27.985198899795456,5480531
302,2008-12-29,27.1441650390625,27.35854692229149,26.055759719188515,26.88030886504264,3418418
303,2008-12-30,27.09468650817871,27.539943871953948,26.088736260312974,27.078195080495856,4868199
304,2008-12-31,27.424501419067383,27.836775856884046,26.814336593137913,27.836775856884046,4396180
305,2009-01-02,27.820289611816406,28.282038410182125,27.29257957519723,28.282038410182125,3976548
306,2009-01-05,27.19363021850586,28.28203526322845,26.847319217448838,28.28203526322845,4505326
