Price,Close,High,Low,Open,Volume
Ticker,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS
Date,,,,,
2007-10-05,32.38558578491211,35.25071281473011,26.768006081918546,28.908803575805525,855215656
2007-10-08,30.72766876220703,33.48012071257007,30.534513396740614,33.48012071257007,126671715
2007-10-09,32.82017517089844,33.10990603070133,29.085854182395227,30.743762670622203,116725709
2007-10-10,33.12600326538086,33.80204486122549,32.83627240041195,33.67327388987095,67931378
2007-10-11,36.828121185302734,38.63089683676507,32.83626362116269,38.63089683676507,106320954
2007-10-12,36.586692810058594,37.95487064587003,35.733594562180855,36.05551875884237,99410791
2007-10-15,37.069583892822266,37.56856908192053,36.7476596545822,37.343220368601706,41814972
2007-10-16,40.8521842956543,41.49603699041757,36.86032553292788,37.117863117732455,138614496
2007-10-17,44.03922653198242,45.06938099237755,34.15615311388379,36.699354715589536,204876259
2007-10-18,42.49399948120117,48.11157803502763,40.675128780773825,44.747468687558325,146617799
2007-10-19,42.349124908447266,44.07141964355362,40.240519523202614,41.52821586849711,110266491
2007-10-22,41.785770416259766,43.08956161430028,40.401493805880655,41.49603952407034,72253405
2007-10-23,44.76356887817383,45.1659741058401,42.81592495644339,42.81592495644339,74594921
2007-10-24,44.071434020996094,46.19613455714893,43.572448904585436,45.71324390375501,63055170
2007-10-25,43.9748420715332,45.0050009475827,38.84015088263432,42.574471350344865,34522489
2007-10-26,45.294734954833984,46.019064237491754,43.540246723623866,44.747462194720164,62370025
2007-10-29,46.21221160888672,47.32285139712434,45.809806521318684,46.035155116906644,43657697
2007-10-30,47.242374420166016,48.513971985813654,45.455693058727526,46.839969298180996,79921711
2007-10-31,48.2242546081543,49.286607046026774,47.3228686303015,47.48383072394494,44655368
2007-11-01,47.145809173583984,49.78558933797749,46.7595027566523,49.415377384360156,50632492
2007-11-02,47.9988899230957,48.288625088129564,45.06937992248777,45.4395961075033,32001693
2007-11-05,48.980777740478516,50.05922465038863,47.676982150989716,47.966717415126965,38833135
2007-11-06,49.62461853027344,52.763378903079875,48.94857696131693,49.83386834851875,81880281
2007-11-07,48.90028381347656,51.25032803525878,47.8057427288982,50.54209762353167,33593141
2007-11-08,48.063289642333984,49.36708514275912,47.00094163432177,47.64478997042032,27990521
2007-11-12,49.222206115722656,50.09140291461179,45.34301816971738,46.614620085430204,35153735
2007-11-13,50.397247314453125,51.41130772051285,48.46570202048159,50.05922863455875,43830531
2007-11-14,49.737300872802734,51.99077022177177,49.47975889880905,51.282535251259546,36738579
2007-11-15,50.574310302734375,51.45960193168666,49.624632081489395,50.670885824796635,29242252
2007-11-16,50.22017288208008,51.363001694693445,49.640706880144016,50.348941649274174,18895294
2007-11-19,52.0390510559082,53.922308206052065,50.9767031078146,51.36300946785967,40716718
2007-11-20,51.2342529296875,53.27847264348649,50.60649894077127,51.829813622642966,26342171
2007-11-21,47.242374420166016,51.845887269124596,46.09954125390355,51.540061996241,26814499
2007-11-22,45.61665344238281,48.64274334234919,43.63682118776109,46.74338774281182,34096185
2007-11-23,48.64273452758789,48.932465279062725,45.90637592746715,48.61054125156312,27664090
2007-11-26,49.029052734375,50.445517928597795,48.64274642670068,50.445517928597795,20159123
2007-11-27,47.82184600830078,49.86606532697377,47.322865299675314,49.86606532697377,20573198
2007-11-28,47.11360168457031,49.09343839450024,46.79167758427277,48.868089777741936,16435311
2007-11-29,45.842010498046875,48.54617244419898,45.246449956207414,48.288634874613315,25530967
2007-11-30,47.612579345703125,47.90231011818801,46.0351523698415,46.67900047152987,18437721
2007-12-03,48.28863525390625,48.88419580042367,47.82184349319311,48.19205538977128,16851227
2007-12-04,47.660892486572266,49.01297596742062,47.30677496859991,48.61057068935584,14008727
2007-12-05,49.56022262573242,49.73728348966601,47.64477696838109,47.74135244589048,27725290
2007-12-06,48.64273452758789,51.39518321615992,48.01498092741403,50.63866087826103,24104710
2007-12-07,48.433502197265625,49.640717843276676,47.5643095519633,48.948581746172216,11742386
2007-12-10,48.48177719116211,49.077333206393945,47.85402353042514,48.900276720737104,8330010
2007-12-11,48.25643539428711,49.19001442220266,48.01499231639299,48.91637806064764,11685950
2007-12-12,48.2242546081543,48.65885313426684,47.3228686303015,47.64479281758839,16342131
2007-12-13,47.4194450378418,48.93249049329075,47.24238847803187,48.288642106525465,14620172
2007-12-14,46.95264434814453,47.693072472987815,46.71120124868215,47.258474020680424,10991851
2007-12-17,44.11970901489258,47.48381758793816,43.45976199369762,47.22627568952976,19355678
2007-12-18,43.92656326293945,45.391316482791034,42.558385547069484,43.62073355637107,21607783
2007-12-19,43.121742248535156,45.729328245593685,42.751530419050745,45.343017591816526,19526912
2007-12-20,42.687156677246094,44.03924000523789,42.49400129233638,43.68512252729945,17105204
2007-12-24,43.9909553527832,44.68309152833992,42.97689060209086,43.33100810500116,16711519
2007-12-26,45.32693099975586,45.87420379318257,44.23238977927809,44.23238977927809,20930094
2007-12-27,45.64885330200195,46.90435654440217,45.262542596782424,46.26050827995329,44565277
2007-12-28,46.00297927856445,46.19613466710652,45.069395628340516,45.55228191650753,18354518
2007-12-31,46.34100341796875,46.61463988692223,45.77763601510204,46.35710224930532,11982308
2008-01-01,47.1940803527832,47.628678739756154,46.14782707906584,46.58242546603879,16687746
2008-01-02,46.936561584472656,47.54821671559102,46.24442540014461,47.194099208193045,13437280
2008-01-03,48.86809158325195,49.06124692384192,46.08344888607014,46.64681608240534,31815218
2008-01-04,48.61056900024414,50.220190056572434,48.28864478897848,49.576341634041114,28011310
2008-01-07,48.208160400390625,49.31879623258058,47.69308082473127,48.30473591053713,15858063
2008-01-08,46.56633377075195,48.93247680341189,46.00296658994603,48.256435313169746,13282666
2008-01-09,45.82590866088867,46.823874318639156,45.71323434420508,46.61462451129842,13113527
2008-01-10,44.73137283325195,47.32286495972949,44.42554313250042,46.035168310461415,18023003
2008-01-11,45.407405853271484,45.84200426341952,43.620724470746225,45.34301928644397,11629440
2008-01-14,46.099544525146484,46.58243070579431,44.76356029862923,45.487889569600966,10264240
2008-01-15,44.699180603027344,47.033130835135736,44.328968680864655,46.83997982626895,11558334
2008-01-16,43.78168869018555,44.74746104218779,42.67105310520814,44.37724918052865,14834065
2008-01-17,44.95671463012695,45.9546802542309,43.00907112561959,43.94265018053933,16169395
2008-01-18,42.86420822143555,44.63479085737784,42.493991995365576,44.58649874693374,13254156
2008-01-21,35.572635650634766,42.4940064989103,30.98521325405446,42.4940064989103,33202389
2008-01-22,31.999269485473633,33.80204566162188,25.41591864182429,32.063653881081514,58755707
2008-01-23,35.572635650634766,36.94081360901481,32.51435550837348,32.51435550837348,28425991
2008-01-24,35.65311050415039,38.180216107949086,33.96300861430983,37.48808001681339,29911930
2008-01-25,37.488067626953125,37.66512411510669,35.97502278384706,37.34320005200962,12550722
2008-01-28,37.89048385620117,38.18021472497536,33.96300738409289,36.972999133103045,13601109
2008-01-29,37.26272964477539,38.53433180257836,36.699362373967254,37.98705899295728,7679877
2008-01-30,35.20241165161133,37.50416820518528,34.73561993737856,37.34320614736367,9016102
2008-01-31,32.900657653808594,35.669206320392696,32.51434909603098,35.572628635151304,41538563
2008-02-01,34.043487548828125,34.28493066099888,33.15819613753535,33.464023642980735,9089201
2008-02-04,35.797969818115234,36.2164716034812,34.68733206005035,34.68733206005035,12009385
2008-02-05,36.908607482910156,37.39149365329963,35.08973711438489,35.862354113732984,14593303
2008-02-06,36.586692810058594,37.021291348826914,34.54247547117089,35.89455666051161,12429218
2008-02-07,34.86439514160156,37.327116236255065,34.63904866983149,36.087707366737824,11300078
2008-02-08,33.96299743652344,35.379462442837216,33.335243766064984,35.08973165892353,13514197
