Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2000-01-03,0.8421505689620972,0.8463822517008942,0.7650356143504887,0.7890166231109432,535796800
2000-01-04,0.7711485028266907,0.8322755388364411,0.7612738441715512,0.8144077665854541,512377600
2000-01-05,0.782433271408081,0.8318057876126348,0.7749103516967237,0.7805525289242127,778321600
2000-01-06,0.7147225737571716,0.8050035112962353,0.7147225737571716,0.7984209395698526,767972800
2000-01-07,0.7485784888267517,0.759863747898158,0.7184851510326266,0.7260080711321768,460734400
2000-01-10,0.7354122400283813,0.7692670492948622,0.7128418314603423,0.7673863074744388,505064000
2000-01-11,0.6977953314781189,0.7476380417018296,0.6808679473977438,0.7217763405385411,441548800
2000-01-12,0.6559464335441589,0.7184848801460668,0.6507735521429487,0.714722542592705,976068800
2000-01-13,0.7278887033462524,0.7429353961121226,0.6959146256131086,0.710843341933401,1032684800
2000-01-14,0.7556310296058655,0.769267124836396,0.7476379137522211,0.7523397436529471,390376000
2000-01-18,0.781963050365448,0.7974807439105651,0.7556311513290321,0.7598636376640175,459177600
2000-01-19,0.801712155342102,0.8181693868048941,0.7777311531361,0.7946585826022693,597643200
2000-01-20,0.8539058566093445,0.9140925114846773,0.8539058566093445,0.8689524952161269,1831132800
2000-01-21,0.8374486565589905,0.8595481172727322,0.8289845385460394,0.8595481172727322,495924800
2000-01-24,0.7993616461753845,0.848263115607624,0.7908974753974717,0.8158188352457619,440876800
2000-01-25,0.8445014357566833,0.8510849125581711,0.7702084253581182,0.7899569472463972,497145600
2000-01-26,0.8289846777915955,0.8590780634871229,0.8256934413091684,0.8275741335208081,367158400
2000-01-27,0.8275737166404724,0.8501441714474998,0.8050033120575347,0.8186394035413785,340144000
2000-01-28,0.7645652890205383,0.8341565094790137,0.7570423712823994,0.8139378424990698,423348800
2000-01-31,0.7805523872375488,0.7814927834208395,0.7109612113820715,0.7598635707569393,701680000
2000-02-01,0.7542203664779663,0.7899567716165724,0.7523396748689045,0.7824330006983462,318035200
2000-02-02,0.7434055805206299,0.7683269364771473,0.7297694322701553,0.757982928664344,464195200
2000-02-03,0.7772613167762756,0.7843148923422115,0.7542206511213999,0.754690849313168,475193600
2000-02-04,0.8125274181365967,0.8275740594128421,0.779612093037055,0.7819630334272543,425320000
2000-02-07,0.8581375479698181,0.8595481422688019,0.7970104891870416,0.8125273780446204,441067200
2000-02-08,0.8642511367797852,0.8736547003572301,0.8369788336194517,0.8576676578827022,408643200
2000-02-09,0.8473225235939026,0.8811781944093349,0.8459120296862749,0.8586077806817868,299364800
2000-02-10,0.8539058566093445,0.8567269443977986,0.8275739125908148,0.8492039766631189,302982400
2000-02-11,0.8181697130203247,0.8586079125882831,0.8144082279417465,0.8548464275097049,212251200
2000-02-14,0.8713036179542542,0.8717738161194295,0.817229272011534,0.8224013011561164,367539200
2000-02-15,0.8952842950820923,0.9023378676229319,0.8666015145478976,0.8670717125380099,485744000
2000-02-16,0.8586078882217407,0.8887020783057388,0.8435612451967891,0.885880186103062,378246400
2000-02-17,0.8642511367797852,0.8689529185685076,0.8510851834681411,0.8666020276741464,289497600
2000-02-18,0.8369784355163574,0.8680121091674124,0.8341564938855671,0.862369933525307,233441600
2000-02-22,0.856256902217865,0.8797677125033763,0.8026527087928607,0.8285144594794128,422296000
2000-02-23,0.8745948672294617,0.8952845900939504,0.8350970176664932,0.8519073296016928,473099200
2000-02-24,0.8667190074920654,0.8962250740218004,0.8407401305326992,0.8825889246890103,376432000
2000-02-25,0.8303951025009155,0.8802378586550608,0.8285144105600605,0.8637806239060458,249144000
2000-02-28,0.8520250916481018,0.8651910389655711,0.8153483877982999,0.8285143351157692,328328000
2000-02-29,0.8623700737953186,0.8821185957887508,0.8468524308601117,0.8543761030429263,368961600
2000-03-01,0.980392336845398,0.9935582823034679,0.8915228076925792,0.8919930056806257,1077003200
2000-03-02,0.9178547859191895,0.9625247039629214,0.9079801249899303,0.9554719343677179,311259200
2000-03-03,0.9629950523376465,0.9647587223247138,0.9028083826417262,0.9394842405422835,323366400
2000-03-06,0.945597767829895,0.971459476739471,0.9404248836274063,0.9479486587746899,210560000
2000-03-07,0.9244375228881836,0.958763391697312,0.9112715738219697,0.9512396191375162,273011200
2000-03-08,0.9178547859191895,0.9324313267279848,0.8919930905310153,0.9244373574816191,271230400
2000-03-09,0.9197357296943665,0.9404245469957443,0.8896423474976967,0.9093908690266947,276718400
2000-03-10,0.9460678100585938,0.962525048440149,0.9103313405032656,0.915504223852509,248606400
2000-03-13,0.9126819968223572,0.9517096385768989,0.8990458521993392,0.9187951738837279,303956800
2000-03-14,0.859548032283783,0.934782229808264,0.857667240125798,0.911976670634765,428579200
2000-03-15,0.8745948672294617,0.9046890552360936,0.8586078289530604,0.8698930866754063,443609600
2000-03-16,0.9145629405975342,0.9178550308428365,0.8614289415444023,0.8825888631476294,378100800
2000-03-17,0.940424919128418,0.940424919128418,0.8999866602623765,0.9037490502193202,305043200
2000-03-20,0.9253786206245422,0.9498297448250351,0.9206767363393525,0.9291409115494024,204489600
2000-03-21,1.0151885747909546,1.0288246202141051,0.9150337738711198,0.9220865440497961,524328000
2000-03-22,1.0847798585891724,1.0861912565995082,0.9897971219017051,0.9989665381264237,567996800
2000-03-23,1.0631502866744995,1.1313309028180807,1.0532756267770818,1.068322263598168,562564800
2000-03-24,1.0434012413024902,1.0828990876948785,1.019420233795881,1.0716138308784255,446913600
2000-03-27,1.0499844551086426,1.0890120973579003,1.0297649351393223,1.0354080146917979,279182400
2000-03-28,1.0466933250427246,1.0683225383000041,1.031645780318684,1.0325861765277737,202966400
2000-03-29,1.0227123498916626,1.0490442481613458,1.0068424351138094,1.0485741504902104,239836800
2000-03-30,0.9460678100585938,1.0358784790103024,0.9437168190533307,1.0048439914655005,414400000
2000-03-31,1.0217723846435547,1.032586543094225,0.9479486443690686,0.9587637068540141,404633600
2000-04-03,1.0029634237289429,1.0495148641476992,0.9738104255840058,1.0194206658035467,328563200
2000-04-04,0.9578229784965515,1.0006121113073372,0.8783570873900283,0.9977910231041011,660329600
2000-04-05,0.980863630771637,0.9996717567957617,0.9329017140762745,0.9514746908121922,457665600
2000-04-06,0.9418362379074097,1.0118976866534775,0.9272588865746619,0.9827446916082258,259627200
2000-04-07,0.9912077188491821,0.9921480146863741,0.944186900096065,0.9573528498848082,242435200
2000-04-10,0.940424919128418,0.9987318181869718,0.9385442263912369,0.9907378444593061,212262400
2000-04-11,0.8985757827758789,0.939484122051579,0.8882309224244885,0.9291401657341266,541822400
2000-04-12,0.8219309449195862,0.8952844562337751,0.7890165272220577,0.8952844562337751,941136000
2000-04-13,0.856256902217865,0.9028083246638572,0.8162888562116268,0.8388593204711883,529827200
2000-04-14,0.8416802883148193,0.8877606522310382,0.820050173176834,0.8224011132414167,667620800
2000-04-17,0.9319612979888916,0.9324314961070783,0.8205204767221551,0.8238126169111131,409561600
2000-04-18,0.9545318484306335,0.9545318484306334,0.8981057558562339,0.9291403428255046,390924800
2000-04-19,0.9112715721130371,0.9799224055685729,0.9009267113194322,0.949358925337758,520150400
2000-04-20,0.8943442702293396,0.9385440045716429,0.8807081210646996,0.9305508363191827,722120000
2000-04-24,0.9065698385238647,0.9065698385238647,0.863310504692129,0.8651911968048287,443620800
2000-04-25,0.965346097946167,0.9686381883573397,0.9183252752704466,0.9187954734523804,391641600
2000-04-26,0.9126819968223572,0.9629947930567766,0.9028081395657704,0.9526499341859541,366912000
2000-04-27,0.9535907506942749,0.9554723472240162,0.8770639537172861,0.8816486125263,326603200
2000-04-28,0.933371901512146,0.9592337050836567,0.9126822778481202,0.9564126164914423,249580800
2000-05-01,0.9352525472640991,0.9413657252473221,0.916914620485888,0.9394841292634621,226195200
2000-05-02,0.8868205547332764,0.9498292250992307,0.8839994658851192,0.9272588066938761,236432000
2000-05-03,0.8656611442565918,0.9122117511410411,0.8397994504474193,0.8948141236460276,489798400
2000-05-04,0.8327460289001465,0.8670718957042702,0.8318056327212663,0.86613149952539,399515200
2000-05-05,0.8510850071907043,0.863310561433136,0.8329812726714673,0.8336865197040538,284076800
2000-05-08,0.8285146355628967,0.8553166877475046,0.8275742391129743,0.843326180993902,184900800
2000-05-09,0.793248176574707,0.8369785069988853,0.7890165444817235,0.8299249330341022,327140800
2000-05-10,0.7471677660942078,0.7899568971254062,0.7429352801555282,0.7829033231008188,535091200
2000-05-11,0.7734997868537903,0.7843148468787308,0.7448169956809096,0.7626847770529647,499744000
2000-05-12,0.8097061514854431,0.8313354123865376,0.7881932096059481,0.7974806004328734,306913600
2000-05-15,0.7598637342453003,0.8129976869805746,0.7532803066324155,0.8129976869805746,678932800
2000-05-16,0.7951289415359497,0.8205204424430067,0.7730295304562059,0.7863126016279959,440451200
2000-05-17,0.7626846432685852,0.7800822234243756,0.7551608712667665,0.7796120253423415,398092800
2000-05-18,0.7579828500747681,0.7894867257962425,0.7570424538648525,0.774910232973791,373777600
2000-05-19,0.7071998715400696,0.7466977218790718,0.702497186859586,0.7466977218790718,740667200
2000-05-22,0.6766354441642761,0.7053190868013323,0.6470122590849863,0.7053190868013323,755507200
2000-05-23,0.6456018090248108,0.7024972470694881,0.6441912646651625,0.6808680296701651,517585600
2000-05-24,0.6597080230712891,0.6752248628767383,0.6244418068821368,0.6484228158100801,678462400
2000-05-25,0.6565337181091309,0.6970898806117458,0.6470121325819127,0.6658211086531047,406750400
2000-05-26,0.6498333215713501,0.6761652191701224,0.6413700569832437,0.6620588741559851,181148800
